sentence,entities
Payment of €8000 was received from client James Bond on 2024-01-10; token key abcdef1234567890abcdef1234567890 was used from IP 203.0.113.30.,"[(11, 16, 'MONEY'), (34, 44, 'PER'), (48, 58, 'DATE'), (60, 96, 'Token keys'), (106, 118, 'IP-Address')]"
The 5th system reboot occurred on 2023-08-08; token key 99887766554433221100aabbccddeeff was used from IP 10.0.0.7 by technician Emily Clark.,"[(4, 7, 'ORDINAL'), (30, 40, 'DATE'), (42, 78, 'Token keys'), (88, 95, 'IP-Address'), (99, 111, 'PER')]"
Translator Juan Carlos submitted the Spanish translation files on 2024-02-22 with token key 123abc456def789ghi012jkl345mno678 and IP 192.168.1.110.,"[(11, 22, 'PER'), (28, 35, 'LANGUAGE'), (59, 69, 'DATE'), (75, 111, 'Token keys'), (116, 130, 'IP-Address')]"
User ID 67890 logged in from IPv4 203.0.113.25 with token key deadbeefcafebabe1234567890abcdef on 2023-11-12 at the New York office.,"[(8, 13, 'CARDINAL'), (33, 44, 'IP-Address'), (58, 94, 'Token keys'), (98, 108, 'DATE'), (116, 124, 'LOC')]"
The total quantity of 1500 units was shipped from Berlin on 2023-05-20 with token key 0f9e8d7c6b5a4321123456789abcdef0 and IP 10.1.1.110.,"[(19, 23, 'QUANTITY'), (46, 52, 'LOC'), (56, 66, 'DATE'), (72, 108, 'Token keys'), (113, 124, 'IP-Address')]"
Database admin Mike Ross accessed the system on 2024-01-10 using token key 1122aabb3344ccdd5566eeff77889900 from IP 192.168.2.3 at the London HQ.,"[(15, 24, 'PER'), (43, 53, 'DATE'), (67, 103, 'Token keys'), (113, 124, 'IP-Address'), (128, 134, 'LOC')]"
The 10th patch was applied on 2023-07-25; token key aabbccddeeff00112233445566778899 was used from IPv6 address 2001:0db8:85a3:0000:0000:8a2e:0370:7334.,"[(4, 7, 'ORDINAL'), (20, 30, 'DATE'), (32, 68, 'Token keys'), (83, 120, 'IP-Address')]"
Translator Anna Lee completed the French language files on 2024-03-05 with token key 123456abcdef7890abcdef1234567890 from IP 198.51.100.40.,"[(11, 19, 'PER'), (29, 35, 'LANGUAGE'), (39, 49, 'DATE'), (55, 91, 'Token keys'), (96, 108, 'IP-Address')]"
The 13th server reboot took place on 2023-12-15; token key deadbeefcafebabe1234567890abcdef was used from IP 10.0.0.7 by technician John Doe.,"[(4, 7, 'ORDINAL'), (31, 41, 'DATE'), (43, 79, 'Token keys'), (89, 96, 'IP-Address'), (100, 108, 'PER')]"
User Robert Langdon logged in from IP 192.168.1.102 on 2024-02-05 using token key 0f9e8d7c6b5a4321123456789abcdef0 at the Paris office.,"[(5, 19, 'PER'), (34, 46, 'IP-Address'), (50, 60, 'DATE'), (72, 108, 'Token keys'), (112, 117, 'LOC')]"
Payment of $6100 was received from client Emily Blunt on 2023-10-31; token key 1122aabb3344ccdd5566eeff77889900 was used from IP 203.0.113.71.,"[(11, 15, 'MONEY'), (33, 44, 'PER'), (48, 58, 'DATE'), (60, 96, 'Token keys'), (106, 118, 'IP-Address')]"
"On 2024-04-02, the Spanish translation was finalized by Pedro Sanchez using token key aabbccddeeff00112233445566778899 from IP address 10.10.10.31.","[(3, 13, 'DATE'), (18, 25, 'LANGUAGE'), (49, 62, 'PER'), (78, 114, 'Token keys'), (128, 140, 'IP-Address')]"
Backup number 21 completed successfully from IP 172.31.0.11; token key ffeeddccbbaa99887766554433221100 was used by admin Michael Scott.,"[(14, 16, 'CARDINAL'), (44, 56, 'IP-Address'), (59, 95, 'Token keys'), (109, 123, 'PER')]"
The book 'The Great Gatsby' was reviewed by editor Jane Austen on 2023-06-16; token key 1234567890abcdef1234567890abcdef used from IP 198.51.100.21.,"[(10, 27, 'WORK_OF_ART'), (39, 49, 'PER'), (53, 63, 'DATE'), (65, 101, 'Token keys'), (112, 123, 'IP-Address')]"
Payment of €8100 was received from client James Bond on 2024-01-11; token key abcdef1234567890abcdef1234567890 was used from IP 203.0.113.31.,"[(11, 16, 'MONEY'), (34, 44, 'PER'), (48, 58, 'DATE'), (60, 96, 'Token keys'), (106, 118, 'IP-Address')]"
The 6th system reboot occurred on 2023-08-09; token key 99887766554433221100aabbccddeeff was used from IP 10.0.0.8 by technician Emily Clark.,"[(4, 7, 'ORDINAL'), (30, 40, 'DATE'), (42, 78, 'Token keys'), (88, 95, 'IP-Address'), (99, 111, 'PER')]"
Translator Juan Carlos submitted the Spanish translation files on 2024-02-23 with token key 123abc456def789ghi012jkl345mno678 and IP 192.168.1.111.,"[(11, 22, 'PER'), (28, 35, 'LANGUAGE'), (59, 69, 'DATE'), (75, 111, 'Token keys'), (116, 130, 'IP-Address')]"
User ID 67891 logged in from IPv4 203.0.113.26 with token key deadbeefcafebabe1234567890abcdef on 2023-11-13 at the New York office.,"[(8, 13, 'CARDINAL'), (33, 44, 'IP-Address'), (58, 94, 'Token keys'), (98, 108, 'DATE'), (116, 124, 'LOC')]"
The total quantity of 1600 units was shipped from Berlin on 2023-05-21 with token key 0f9e8d7c6b5a4321123456789abcdef0 and IP 10.1.1.111.,"[(19, 23, 'QUANTITY'), (46, 52, 'LOC'), (56, 66, 'DATE'), (72, 108, 'Token keys'), (113, 124, 'IP-Address')]"
Database admin Mike Ross accessed the system on 2024-01-11 using token key 1122aabb3344ccdd5566eeff77889900 from IP 192.168.2.4 at the London HQ.,"[(15, 24, 'PER'), (43, 53, 'DATE'), (67, 103, 'Token keys'), (113, 124, 'IP-Address'), (128, 134, 'LOC')]"
User 192.168.1.15 accessed the system on 2023-04-17 using token key 3A5F9D7B2C8E1F4A6B9D0E7C3F2A8B1D from the New York office.,"[(5, 16, 'IP-Address'), (41, 61, 'DATE'), (73, 109, 'Token keys'), (117, 125, 'LOC')]"
The server at 2607:f8b0:4005:805::200e received payment of $1250 on 12/05/2022 with API key 9F8D7C6B1A2E3D4F5B6C7A8E9D0F1B2C.,"[(13, 45, 'IP-Address'), (62, 67, 'MONEY'), (71, 81, 'DATE'), (92, 132, 'Token keys')]"
"On 2022-11-30, user John Doe logged in from IP 10.0.0.254 using token 4C3B2A1D9E8F7G6H5J4K3L2M1N0P9O8Q.","[(3, 13, 'DATE'), (19, 27, 'PER'), (48, 58, 'IP-Address'), (69, 109, 'Token keys')]"
Payment of €450 was made to Acme Corp on 15 March 2023 via IP 172.16.254.1 and token key B1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6.,"[(11, 15, 'MONEY'), (31, 40, 'ORG'), (44, 57, 'DATE'), (66, 77, 'IP-Address'), (88, 124, 'Token keys')]"
The French language model was deployed on server 192.0.2.146 with key E7F6D5C4B3A2910876543210FEDCBA98 and updated on 2023-01-20.,"[(4, 10, 'LANGUAGE'), (51, 62, 'IP-Address'), (68, 104, 'Token keys'), (117, 127, 'DATE')]"
Client from IP 203.0.113.45 sent a request at 08:45 on 2024-02-15 using token A1B2C3D4E5F60718293A4B5C6D7E8F90 for transaction ID 987654.,"[(15, 26, 'IP-Address'), (44, 54, 'DATE'), (61, 97, 'Token keys'), (111, 117, 'CARDINAL')]"
User Angela Merkel accessed the database on 2023-03-10 from IP 198.51.100.22 with token key F0E1D2C3B4A5968778695A4B3C2D1E0F.,"[(5, 18, 'PER'), (43, 53, 'DATE'), (59, 72, 'IP-Address'), (86, 122, 'Token keys')]"
"The new update version 4.5 was rolled out on 01-12-2023, IP 172.31.255.255, authorized by token 1234567890ABCDEF1234567890ABCDEF.","[(26, 29, 'QUANTITY'), (43, 53, 'DATE'), (55, 67, 'IP-Address'), (83, 119, 'Token keys')]"
"Payment of $999.99 received from client at IP 10.10.10.10 on 2023-05-05, authenticated with token key ABCDEF1234567890ABCDEF1234567890.","[(11, 18, 'MONEY'), (44, 54, 'IP-Address'), (58, 68, 'DATE'), (87, 123, 'Token keys')]"
Translation service for Spanish was requested on 2023-07-14 from IP 192.168.100.100 with token key 9A8B7C6D5E4F3G2H1J0K9L8M7N6O5P4Q.,"[(25, 32, 'LANGUAGE'), (46, 56, 'DATE'), (62, 75, 'IP-Address'), (89, 125, 'Token keys')]"
"The CEO, Michael Chen, signed the contract on 2023-09-01 at IP 203.0.113.77 using token 1F2E3D4C5B6A79808796A5B4C3D2E1F0.","[(8, 20, 'PER'), (44, 54, 'DATE'), (58, 70, 'IP-Address'), (84, 120, 'Token keys')]"
Server 172.20.10.5 crashed on 2023-06-30; restart authorized with key DEADBEEF1234567890ABCDEF12345678 and admin user Alice.,"[(7, 18, 'IP-Address'), (27, 37, 'DATE'), (58, 94, 'Token keys'), (110, 115, 'PER')]"
The book 'Networking Basics' was referenced on 2023-08-15 from IP 198.51.100.100 with token key FEDCBA9876543210FEDCBA9876543210.,"[(9, 27, 'WORK_OF_ART'), (40, 50, 'DATE'), (56, 69, 'IP-Address'), (83, 119, 'Token keys')]"
Data upload of 250MB completed at 13:45 on 2023-04-10 from IP 192.0.2.1 using token 0123456789ABCDEF0123456789ABCDEF.,"[(12, 16, 'QUANTITY'), (30, 35, 'DATE'), (41, 52, 'IP-Address'), (65, 101, 'Token keys')]"
"On 2023-12-25, the French embassy in Paris (IP 203.0.113.5) received a request with token key ABC123DEF456GHI789JKL012MNO345PQR.","[(3, 13, 'DATE'), (17, 23, 'MISC'), (31, 36, 'LOC'), (39, 53, 'IP-Address'), (75, 111, 'Token keys')]"
Order #12345 processed on 2023-10-20 from IP 10.1.1.1 with authorization token D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8G9.,"[(6, 11, 'CARDINAL'), (24, 34, 'DATE'), (40, 49, 'IP-Address'), (73, 109, 'Token keys')]"
User Sarah Connor logged in from 2606:4700:4700::1111 on 2024-01-15 with token key 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(5, 17, 'PER'), (34, 53, 'IP-Address'), (57, 67, 'DATE'), (81, 117, 'Token keys')]"
The server at 192.168.254.254 was patched on 2023-11-11 by admin token 11223344556677889900AABBCCDDEEFF.,"[(14, 27, 'IP-Address'), (39, 49, 'DATE'), (62, 98, 'Token keys')]"
New license key A1B2C3D4E5F60718293A4B5C6D7E8F90 activated on 2023-02-28 from IP 198.51.100.5.,"[(12, 48, 'Token keys'), (60, 70, 'DATE'), (76, 89, 'IP-Address')]"
The Italian language pack was updated on 2023-07-07 by user Marco Rossi from IP 203.0.113.9 with token key 9F8E7D6C5B4A39281736455463728190.,"[(4, 11, 'LANGUAGE'), (35, 45, 'DATE'), (59, 70, 'PER'), (76, 89, 'IP-Address'), (103, 139, 'Token keys')]"
Payment of $1500 was made to Globex Corporation on 2023-08-01 via IP 172.16.0.1 and token key B2C3D4E5F60718293A4B5C6D7E8F9012.,"[(11, 16, 'MONEY'), (30, 48, 'ORG'), (52, 62, 'DATE'), (70, 81, 'IP-Address'), (92, 128, 'Token keys')]"
Client IP 10.255.255.1 requested data on 2023-09-10 with API token 0A1B2C3D4E5F60718293A4B5C6D7E8F9.,"[(10, 21, 'IP-Address'), (36, 46, 'DATE'), (54, 90, 'Token keys')]"
"The German language interface was released on 2023-05-15, accessed from IP 192.168.0.200 using token 1234567890ABCDEF1234567890ABCDEF.","[(4, 10, 'LANGUAGE'), (41, 51, 'DATE'), (67, 80, 'IP-Address'), (93, 129, 'Token keys')]"
"On 2023-10-10, employee Linda Smith connected from IPv6 address 2001:0db8:85a3::8a2e:0370:7334 with token key ABCDEF1234567890ABCDEF1234567890.","[(3, 13, 'DATE'), (23, 34, 'PER'), (46, 73, 'IP-Address'), (87, 123, 'Token keys')]"
The payment of £1200 was confirmed on 2023-04-22 from IP 203.0.113.15 using token D1E2F3A4B5C69788796A5B4C3D2E1F0A.,"[(15, 19, 'MONEY'), (33, 43, 'DATE'), (49, 62, 'IP-Address'), (76, 112, 'Token keys')]"
User David Lee accessed the system from IP 10.0.0.1 on 2023-03-01 with token key 0987654321ABCDEF0987654321ABCDEF.,"[(5, 15, 'PER'), (42, 51, 'IP-Address'), (55, 65, 'DATE'), (79, 115, 'Token keys')]"
The software version 3.6.2 was deployed on 2023-06-12 at IP 192.0.2.33 with token 1A2B3C4D5E6F70819283746556473829.,"[(13, 18, 'QUANTITY'), (31, 41, 'DATE'), (45, 56, 'IP-Address'), (67, 103, 'Token keys')]"
"Company Initech received $10,000 on 2023-01-05 from IP 172.16.5.4 with authentication token ABC123DEF456GHI789JKL012MNO345PQR.","[(8, 15, 'ORG'), (24, 31, 'MONEY'), (35, 45, 'DATE'), (51, 62, 'IP-Address'), (81, 117, 'Token keys')]"
The Japanese language module was updated on 2023-09-09 and tested from IP 198.51.100.100 with token key 1234ABCD5678EFGH9012IJKL3456MNOP.,"[(4, 12, 'LANGUAGE'), (38, 48, 'DATE'), (66, 79, 'IP-Address'), (93, 129, 'Token keys')]"
"On 2023-05-20, user Tom Hanks logged in from IPv6 address 2001:0db8:85a3::8a2e:0370:7335 using token key A1B2C3D4E5F60718293A4B5C6D7E8F90.","[(3, 13, 'DATE'), (19, 28, 'PER'), (40, 67, 'IP-Address'), (81, 117, 'Token keys')]"
The server at 10.10.10.10 was rebooted on 2024-03-15; new token key is DEADBEEF1234567890ABCDEF12345678.,"[(14, 25, 'IP-Address'), (39, 49, 'DATE'), (66, 102, 'Token keys')]"
Invoice #7890 for $500 was issued on 2023-07-30 from IP 192.168.1.100 with token 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(8, 12, 'CARDINAL'), (17, 21, 'MONEY'), (31, 41, 'DATE'), (47, 60, 'IP-Address'), (73, 109, 'Token keys')]"
The Spanish language support was enhanced on 2023-06-01 from server 203.0.113.8 using token key 9F8E7D6C5B4A39281736455463728190.,"[(4, 11, 'LANGUAGE'), (40, 50, 'DATE'), (56, 67, 'IP-Address'), (81, 117, 'Token keys')]"
User Emma Watson accessed the system on 2023-08-05 from IP 198.51.100.25 using token ABCDEF1234567890ABCDEF1234567890.,"[(5, 16, 'PER'), (41, 51, 'DATE'), (57, 70, 'IP-Address'), (83, 119, 'Token keys')]"
Backup was completed on 2023-04-18 at 192.168.254.254 with token key 1234567890ABCDEF1234567890ABCDEF.,"[(22, 32, 'DATE'), (36, 49, 'IP-Address'), (62, 98, 'Token keys')]"
The Chinese language database was updated on 2023-07-20 from IP 10.0.1.1 with token 0A1B2C3D4E5F60718293A4B5C6D7E8F9.,"[(4, 11, 'LANGUAGE'), (38, 48, 'DATE'), (54, 63, 'IP-Address'), (76, 112, 'Token keys')]"
Customer support agent John Smith logged in from IPv6 2001:0db8:85a3::8a2e:0370:7336 on 2023-09-12 with token 1F2E3D4C5B6A79808796A5B4C3D2E1F0.,"[(27, 37, 'PER'), (48, 75, 'IP-Address'), (79, 89, 'DATE'), (103, 139, 'Token keys')]"
Transaction of $2500 was made on 2023-01-18 from IP 172.16.254.254 with token key B1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6.,"[(16, 21, 'MONEY'), (31, 41, 'DATE'), (47, 60, 'IP-Address'), (74, 110, 'Token keys')]"
The Italian language module was deployed on 10.1.1.1 at 2023-11-25 using token key F0E1D2C3B4A5968778695A4B3C2D1E0F.,"[(4, 11, 'LANGUAGE'), (34, 43, 'IP-Address'), (47, 57, 'DATE'), (70, 106, 'Token keys')]"
Admin user Alice updated the records on 2023-05-10 from IP 192.168.0.10 using token 1234567890ABCDEF1234567890ABCDEF.,"[(11, 16, 'PER'), (43, 53, 'DATE'), (59, 72, 'IP-Address'), (85, 121, 'Token keys')]"
The French language interface was launched on 2023-02-28 from IP 203.0.113.20 with token key DEADBEEF1234567890ABCDEF12345678.,"[(4, 10, 'LANGUAGE'), (39, 49, 'DATE'), (55, 68, 'IP-Address'), (82, 118, 'Token keys')]"
User Jack Ryan accessed the server at 198.51.100.40 on 2023-03-05 using token 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(5, 14, 'PER'), (39, 52, 'IP-Address'), (56, 66, 'DATE'), (79, 115, 'Token keys')]"
Server 10.0.0.2 restarted on 2023-04-01; session token is 1234567890ABCDEF1234567890ABCDEF.,"[(7, 16, 'IP-Address'), (29, 39, 'DATE'), (56, 92, 'Token keys')]"
Payment of €750 processed on 2023-06-15 from IP 192.168.1.101 using token key A1B2C3D4E5F60718293A4B5C6D7E8F90.,"[(11, 15, 'MONEY'), (26, 36, 'DATE'), (42, 55, 'IP-Address'), (69, 105, 'Token keys')]"
The Spanish language support team at Acme Inc. released an update on 2023-07-07 from IP 203.0.113.25 with token key 9F8E7D6C5B4A39281736455463728190.,"[(4, 11, 'LANGUAGE'), (30, 39, 'ORG'), (57, 67, 'DATE'), (73, 86, 'IP-Address'), (100, 136, 'Token keys')]"
User Emma Stone logged in from 10.10.10.20 on 2023-08-08 using token ABCDEF1234567890ABCDEF1234567890.,"[(5, 15, 'PER'), (34, 45, 'IP-Address'), (49, 59, 'DATE'), (72, 108, 'Token keys')]"
The system update version 5.1 was deployed on 2023-09-09 at IP 172.16.10.10 with token 11223344556677889900AABBCCDDEEFF.,"[(21, 24, 'QUANTITY'), (37, 47, 'DATE'), (51, 63, 'IP-Address'), (74, 110, 'Token keys')]"
Client from IP 198.51.100.50 sent a payment of $1200 on 2023-10-10 using token key 0A1B2C3D4E5F60718293A4B5C6D7E8F9.,"[(15, 28, 'IP-Address'), (47, 52, 'MONEY'), (56, 66, 'DATE'), (81, 117, 'Token keys')]"
The German language model was tested on 2023-04-04 from IP 192.0.2.10 with token key 1F2E3D4C5B6A79808796A5B4C3D2E1F0.,"[(4, 10, 'LANGUAGE'), (31, 41, 'DATE'), (47, 60, 'IP-Address'), (74, 110, 'Token keys')]"
"On 2023-11-11, user Michael Bay accessed IPv6 address 2001:0db8:85a3::8a2e:0370:7337 with token ABCDEF1234567890ABCDEF1234567890.","[(3, 13, 'DATE'), (18, 29, 'PER'), (40, 67, 'IP-Address'), (71, 107, 'Token keys')]"
The payment of $3000 was confirmed on 2023-12-12 from IP 10.10.10.30 with token key DEADBEEF1234567890ABCDEF12345678.,"[(15, 20, 'MONEY'), (34, 44, 'DATE'), (50, 63, 'IP-Address'), (77, 113, 'Token keys')]"
User Anna Bell connected on 2023-01-01 from IP 172.16.20.20 using token 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(5, 15, 'PER'), (25, 35, 'DATE'), (41, 54, 'IP-Address'), (67, 103, 'Token keys')]"
Database backup completed on 2023-02-02 at IP 192.168.254.1 with token key 1234567890ABCDEF1234567890ABCDEF.,"[(25, 35, 'DATE'), (39, 52, 'IP-Address'), (65, 101, 'Token keys')]"
The Italian language support was enhanced on 2023-03-03 from IP 203.0.113.30 using token A1B2C3D4E5F60718293A4B5C6D7E8F90.,"[(4, 11, 'LANGUAGE'), (40, 50, 'DATE'), (56, 69, 'IP-Address'), (82, 118, 'Token keys')]"
User Mark Twain logged in from IP 198.51.100.60 on 2023-04-04 with token key 9F8E7D6C5B4A39281736455463728190.,"[(5, 15, 'PER'), (30, 43, 'IP-Address'), (47, 57, 'DATE'), (71, 107, 'Token keys')]"
Server 10.0.0.3 was rebooted on 2023-05-05; session token is ABCDEF1234567890ABCDEF1234567890.,"[(7, 16, 'IP-Address'), (29, 39, 'DATE'), (56, 92, 'Token keys')]"
Payment of €850 was received on 2023-06-06 from IP 192.168.1.150 using token key 11223344556677889900AABBCCDDEEFF.,"[(11, 15, 'MONEY'), (26, 36, 'DATE'), (42, 55, 'IP-Address'), (69, 105, 'Token keys')]"
The Spanish language team at Globex Corp released an update on 2023-07-07 from IP 203.0.113.35 with token key 0A1B2C3D4E5F60718293A4B5C6D7E8F9.,"[(4, 11, 'LANGUAGE'), (20, 31, 'ORG'), (49, 59, 'DATE'), (65, 78, 'IP-Address'), (92, 128, 'Token keys')]"
User Emily Blunt logged in from 10.10.10.40 on 2023-08-08 using token 1F2E3D4C5B6A79808796A5B4C3D2E1F0.,"[(5, 16, 'PER'), (35, 46, 'IP-Address'), (50, 60, 'DATE'), (73, 109, 'Token keys')]"
The system update version 5.2 was deployed on 2023-09-09 at IP 172.16.10.20 with token 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(21, 24, 'QUANTITY'), (37, 47, 'DATE'), (51, 63, 'IP-Address'), (74, 110, 'Token keys')]"
Client from IP 198.51.100.70 sent a payment of $1300 on 2023-10-10 using token key 1234567890ABCDEF1234567890ABCDEF.,"[(15, 28, 'IP-Address'), (47, 52, 'MONEY'), (56, 66, 'DATE'), (81, 117, 'Token keys')]"
The German language model was tested on 2023-04-04 from IP 192.0.2.20 with token key ABCDEF1234567890ABCDEF1234567890.,"[(4, 10, 'LANGUAGE'), (31, 41, 'DATE'), (47, 60, 'IP-Address'), (74, 110, 'Token keys')]"
"On 2023-11-11, user Sarah Connor accessed IPv6 address 2001:0db8:85a3::8a2e:0370:7338 with token DEADBEEF1234567890ABCDEF12345678.","[(3, 13, 'DATE'), (18, 30, 'PER'), (41, 68, 'IP-Address'), (72, 108, 'Token keys')]"
The payment of $3500 was confirmed on 2023-12-12 from IP 10.10.10.50 with token key 0F1E2D3C4B5A69788796A5B4C3D2E1F0.,"[(15, 20, 'MONEY'), (34, 44, 'DATE'), (50, 63, 'IP-Address'), (77, 113, 'Token keys')]"
User Anna Bell connected on 2023-01-01 from IP 172.16.20.30 using token 1234567890ABCDEF1234567890ABCDEF.,"[(5, 15, 'PER'), (25, 35, 'DATE'), (41, 54, 'IP-Address'), (67, 103, 'Token keys')]"
Database backup completed on 2023-02-02 at IP 192.168.254.2 with token key A1B2C3D4E5F60718293A4B5C6D7E8F90.,"[(25, 35, 'DATE'), (39, 52, 'IP-Address'), (65, 101, 'Token keys')]"
The Italian language support was enhanced on 2023-03-03 from IP 203.0.113.40 using token 9F8E7D6C5B4A39281736455463728190.,"[(4, 11, 'LANGUAGE'), (40, 50, 'DATE'), (56, 69, 'IP-Address'), (82, 118, 'Token keys')]"
User Mark Twain logged in from IP 198.51.100.80 on 2023-04-04 with token key 1234567890ABCDEF1234567890ABCDEF.,"[(5, 15, 'PER'), (30, 43, 'IP-Address'), (47, 57, 'DATE'), (71, 107, 'Token keys')]"
Server 10.0.0.4 was rebooted on 2023-05-05; session token is DEADBEEF1234567890ABCDEF12345678.,"[(7, 16, 'IP-Address'), (29, 39, 'DATE'), (56, 92, 'Token keys')]"
Payment of €900 was received on 2023-06-06 from IP 192.168.1.160 using token key 0A1B2C3D4E5F60718293A4B5C6D7E8F9.,"[(11, 15, 'MONEY'), (26, 36, 'DATE'), (42, 55, 'IP-Address'), (69, 105, 'Token keys')]"
User 1245 accessed the server using token key 9f8d3a7c2b1e4f6d7a9c0b2e3d5f8a1c from IP 192.168.1.100 on 2024-04-15.,"[(30, 62, 'Token keys'), (68, 79, 'IP-Address'), (83, 93, 'DATE'), (5, 9, 'CARDINAL')]"
The backup process completed at 18:00 on 2024-05-20 using token key a1b2c3d4e5f67890abcdef1234567890 on IP 2001:0db8:85a3:0000:0000:8a2e:0370:7334.,"[(60, 92, 'Token keys'), (97, 133, 'IP-Address'), (37, 47, 'DATE')]"
Network admin John Doe generated token key 3e4f5a6b7c8d9e0f1a2b3c4d5e6f7g8h and assigned IP 10.0.0.254 during the meeting on 2023-12-01.,"[(14, 22, 'PER'), (39, 75, 'Token keys'), (89, 98, 'IP-Address'), (120, 130, 'DATE')]"
The latest patch v3.2 was deployed on 2024-01-10 using token key z9x8c7v6b5n4m3k2j1h0g9f8d7s6a5q4 and IP 172.16.254.1 in the London office.,"[(30, 33, 'MISC'), (51, 87, 'Token keys'), (92, 103, 'IP-Address'), (111, 117, 'LOC'), (38, 48, 'DATE')]"
